compression mode LiteralsLengths - FseCompressed(State,Sym,BL,NB
0xbd,s13,0x00,9
0xbe,s5,0x110,3
0xbf,s3,0x18,2
0xc0,s2,0x1f8,2
0xc1,s6,0x1a0,4
0xc2,s3,0x1c,2
0xc3,s2,0x1fc,2
0xc4,s9,0xc0,6
0xc5,s5,0x118,3
0xc6,s3,0x20,2
0xc7,s2,0x00,1
0xc8,s5,0x120,3
0xc9,s3,0x24,2
0xca,s2,0x02,1
0xcb,s7,0x1c0,5
0xcc,s4,0x08,3
0xcd,s2,0x04,1
0xce,s2,0x06,1
0xcf,s5,0x128,3
0xd0,s3,0x28,2
0xd1,s2,0x08,1
0xd2,s6,0x1b0,4
0xd3,s4,0x10,3
0xd4,s2,0x0a,1
0xd5,s2,0x0c,1
0xd6,s5,0x130,3
0xd7,s3,0x2c,2
0xd8,s2,0x0e,1
0xd9,s6,0x1c0,4
0xda,s3,0x30,2
0xdb,s2,0x10,1
0xdc,s10,0x100,7
0xdd,s5,0x138,3
0xde,s3,0x34,2
0xdf,s2,0x12,1
0xe0,s6,0x1d0,4
0xe1,s3,0x38,2
0xe2,s2,0x14,1
0xe3,s8,0x20,5
0xe4,s4,0x18,3
0xe5,s2,0x16,1
0xe6,s2,0x18,1
0xe7,s5,0x140,3
0xe8,s3,0x3c,2
0xe9,s2,0x1a,1
0xea,s7,0x1e0,5
0xeb,s4,0x20,3
0xec,s2,0x1c,1
0xed,s2,0x1e,1
0xee,s5,0x148,3
0xef,s3,0x40,2
0xf0,s2,0x20,1
0xf1,s6,0x1e0,4
0xf2,s4,0x28,3
0xf3,s2,0x22,1
0xf4,s12,0x00,7
0xf5,s5,0x150,3
0xf6,s3,0x44,2
0xf7,s2,0x24,1
0xf8,s6,0x1f0,4
0xf9,s3,0x48,2
0xfa,s2,0x26,1
0xfb,s8,0x40,5
0xfc,s5,0x158,3
0xfd,s3,0x4c,2
0xfe,s2,0x28,1
0xff,s5,0x160,3
0x100,s3,0x50,2
0x101,s2,0x2a,1
0x102,s7,0x00,4
0x103,s4,0x30,3
0x104,s2,0x2c,1
0x105,s2,0x2e,1
0x106,s5,0x168,3
0x107,s3,0x54,2
0x108,s2,0x30,1
0x109,s6,0x00,3
0x10a,s4,0x38,3
0x10b,s2,0x32,1
0x10c,s2,0x34,1
0x10d,s5,0x170,3
0x10e,s3,0x58,2
0x10f,s2,0x36,1
0x110,s6,0x08,3
0x111,s3,0x5c,2
0x112,s2,0x38,1
0x113,s9,0x100,6
0x114,s5,0x178,3
0x115,s3,0x60,2
0x116,s2,0x3a,1
0x117,s6,0x10,3
0x118,s3,0x64,2
0x119,s2,0x3c,1
0x11a,s7,0x10,4
0x11b,s4,0x40,3
0x11c,s2,0x3e,1
0x11d,s2,0x40,1
0x11e,s5,0x180,3
0x11f,s3,0x68,2
0x120,s2,0x42,1
0x121,s7,0x20,4
0x122,s4,0x48,3
0x123,s2,0x44,1
0x124,s2,0x46,1
0x125,s5,0x188,3
0x126,s3,0x6c,2
0x127,s2,0x48,1
0x128,s6,0x18,3
0x129,s4,0x50,3
0x12a,s2,0x4a,1
0x12b,s11,0x80,7
0x12c,s5,0x190,3
0x12d,s3,0x70,2
0x12e,s2,0x4c,1
0x12f,s6,0x20,3
0x130,s3,0x74,2
0x131,s2,0x4e,1
0x132,s8,0x60,5
0x133,s4,0x58,3
0x134,s2,0x50,1
0x135,s2,0x52,1
0x136,s5,0x198,3
0x137,s3,0x78,2
0x138,s2,0x54,1
0x139,s7,0x30,4
0x13a,s4,0x60,3
0x13b,s2,0x56,1
0x13c,s2,0x58,1
0x13d,s5,0x1a0,3
0x13e,s3,0x7c,2
0x13f,s2,0x5a,1
0x140,s6,0x28,3
0x141,s4,0x68,3
0x142,s2,0x5c,1
0x143,s2,0x5e,1
0x144,s5,0x1a8,3
0x145,s3,0x80,2
0x146,s2,0x60,1
0x147,s6,0x30,3
0x148,s3,0x84,2
0x149,s2,0x62,1
0x14a,s9,0x140,6
0x14b,s5,0x1b0,3
0x14c,s3,0x88,2
0x14d,s2,0x64,1
0x14e,s5,0x1b8,3
0x14f,s3,0x8c,2
0x150,s2,0x66,1
0x151,s7,0x40,4
0x152,s4,0x70,3
0x153,s2,0x68,1
0x154,s2,0x6a,1
0x155,s5,0x1c0,3
0x156,s3,0x90,2
0x157,s2,0x6c,1
0x158,s7,0x50,4
0x159,s4,0x78,3
0x15a,s2,0x6e,1
0x15b,s2,0x70,1
0x15c,s5,0x1c8,3
0x15d,s3,0x94,2
0x15e,s2,0x72,1
0x15f,s6,0x38,3
0x160,s3,0x98,2
0x161,s2,0x74,1
0x162,s10,0x180,7
0x163,s5,0x1d0,3
0x164,s3,0x9c,2
0x165,s2,0x76,1
0x166,s6,0x40,3
0x167,s3,0xa0,2
0x168,s2,0x78,1
0x169,s8,0x80,5
0x16a,s4,0x80,3
0x16b,s2,0x7a,1
0x16c,s2,0x7c,1
0x16d,s5,0x1d8,3
0x16e,s3,0xa4,2
0x16f,s2,0x7e,1
0x170,s7,0x60,4
0x171,s4,0x88,3
0x172,s2,0x80,1
0x173,s2,0x82,1
0x174,s5,0x1e0,3
0x175,s3,0xa8,2
0x176,s2,0x84,1
0x177,s6,0x48,3
0x178,s4,0x90,3
0x179,s2,0x86,1
0x17a,s12,0x80,7
0x17b,s5,0x1e8,3
0x17c,s3,0xac,2
0x17d,s2,0x88,1
0x17e,s6,0x50,3
0x17f,s3,0xb0,2
0x180,s2,0x8a,1
0x181,s8,0xa0,5
0x182,s5,0x1f0,3
0x183,s3,0xb4,2
0x184,s2,0x8c,1
0x185,s5,0x1f8,3
0x186,s3,0xb8,2
0x187,s2,0x8e,1
0x188,s7,0x70,4
0x189,s4,0x98,3
0x18a,s2,0x90,1
0x18b,s2,0x92,1
0x18c,s5,0x00,2
0x18d,s3,0xbc,2
0x18e,s2,0x94,1
0x18f,s6,0x58,3
0x190,s4,0xa0,3
0x191,s2,0x96,1
0x192,s2,0x98,1
0x193,s5,0x04,2
0x194,s3,0xc0,2
0x195,s2,0x9a,1
0x196,s6,0x60,3
0x197,s3,0xc4,2
0x198,s2,0x9c,1
0x199,s9,0x180,6
0x19a,s5,0x08,2
0x19b,s3,0xc8,2
0x19c,s2,0x9e,1
0x19d,s6,0x68,3
0x19e,s3,0xcc,2
0x19f,s2,0xa0,1
0x1a0,s8,0xc0,5
0x1a1,s4,0xa8,3
0x1a2,s2,0xa2,1
0x1a3,s2,0xa4,1
0x1a4,s5,0x0c,2
0x1a5,s3,0xd0,2
0x1a6,s2,0xa6,1
0x1a7,s7,0x80,4
0x1a8,s4,0xb0,3
0x1a9,s2,0xa8,1
0x1aa,s2,0xaa,1
0x1ab,s5,0x10,2
0x1ac,s3,0xd4,2
0x1ad,s2,0xac,1
0x1ae,s6,0x70,3
0x1af,s4,0xb8,3
0x1b0,s2,0xae,1
0x1b1,s11,0x100,7
0x1b2,s5,0x14,2
0x1b3,s3,0xd8,2
0x1b4,s2,0xb0,1
0x1b5,s6,0x78,3
0x1b6,s3,0xdc,2
0x1b7,s2,0xb2,1
0x1b8,s8,0xe0,5
0x1b9,s4,0xc0,3
0x1ba,s2,0xb4,1
0x1bb,s2,0xb6,1
0x1bc,s5,0x18,2
0x1bd,s3,0xe0,2
0x1be,s2,0xb8,1
0x1bf,s7,0x90,4
0x1c0,s4,0xc8,3
0x1c1,s2,0xba,1
0x1c2,s2,0xbc,1
0x1c3,s5,0x1c,2
0x1c4,s3,0xe4,2
0x1c5,s2,0xbe,1
0x1c6,s6,0x80,3
0x1c7,s4,0xd0,3
0x1c8,s2,0xc0,1
0x1c9,s2,0xc2,1
0x1ca,s5,0x20,2
0x1cb,s3,0xe8,2
0x1cc,s2,0xc4,1
0x1cd,s6,0x88,3
0x1ce,s3,0xec,2
0x1cf,s2,0xc6,1
0x1d0,s9,0x1c0,6
0x1d1,s5,0x24,2
0x1d2,s3,0xf0,2
0x1d3,s2,0xc8,1
0x1d4,s5,0x28,2
0x1d5,s3,0xf4,2
0x1d6,s2,0xca,1
0x1d7,s7,0xa0,4
0x1d8,s4,0xd8,3
0x1d9,s2,0xcc,1
0x1da,s2,0xce,1
0x1db,s5,0x2c,2
0x1dc,s3,0xf8,2
0x1dd,s2,0xd0,1
0x1de,s7,0xb0,4
0x1df,s4,0xe0,3
0x1e0,s2,0xd2,1
0x1e1,s2,0xd4,1
0x1e2,s5,0x30,2
0x1e3,s3,0xfc,2
0x1e4,s2,0xd6,1
0x1e5,s6,0x90,3
0x1e6,s4,0xe8,3
0x1e7,s2,0xd8,1
0x1e8,s11,0x180,7
0x1e9,s5,0x34,2
0x1ea,s3,0x100,2
0x1eb,s2,0xda,1
0x1ec,s6,0x98,3
0x1ed,s3,0x104,2
0x1ee,s36,0x00,9
0x1ef,s35,0x00,9
0x1f0,s34,0x00,9
0x1f1,s32,0x00,9
0x1f2,s29,0x00,9
0x1f3,s26,0x00,9
0x1f4,s25,0x00,9
0x1f5,s23,0x00,9
0x1f6,s22,0x00,9
0x1f7,s21,0x00,9
0x1f8,s20,0x00,9
0x1f9,s19,0x00,9
0x1fa,s18,0x00,9
0x1fb,s17,0x00,9
0x1fc,s16,0x00,9
0x1fd,s15,0x00,9
0x1fe,s14,0x00,9
0x1ff,s1,0x00,9
)
25 6 4 0
22 5 2 1
22 5 2 2
21 5 2 3
25 4 2 4
4 7 3 5
7 7 4 6
0 8 15 7
15 7 4 8
1 8 7 9
17 8 5 10
21 8 18 11
20 0 2 12
3 8 6 13
8 8 3 14
0 6 5 15
0 6 5 16
13 7 8 17
1 8 2 18
5 8 21 19
11 9 17 20
20 9 3 21
26 9 2 22
25 5 2 23
11 2 5 24
0 5 7 25
7 5 7 26
0 8 2 27
1 9 18 28
0 7 2 29
18 5 2 30
16 7 2 31
18 5 2 32
17 4 10 33
2 9 2 34
10 5 10 35
1 0 3 36
11 5 10 37
1 0 3 38
11 0 10 39
12 5 10 40
1 0 3 41
5 4 11 42
1 0 3 43
6 0 10 44
1 0 3 45
6 0 10 46
1 0 3 47
6 0 10 48
17 6 10 49
13 0 10 50
15 7 11 51
15 4 11 52
10 7 12 53
11 4 11 54
0 8 5 55
3 4 11 56
1 0 3 57
6 7 12 58
11 4 11 59
0 8 4 60
5 7 12 61
12 7 11 62
15 8 11 63
17 9 12 64
0 9 4 65
8 9 11 66
1 9 4 67
3 10 2 68
0 5 11 69
12 7 12 70
9 10 2 71
7 6 12 72
1 5 32 73
7 5 11 74
8 4 2 75
14 5 11 76
2 9 3 77
3 7 11 78
11 6 12 79
12 4 11 80
0 9 6 81
6 9 13 82
2 0 3 83
10 6 12 84
1 7 3 85
8 8 11 86
1 9 4 87
11 9 11 88
8 9 12 89
7 5 12 90
8 9 3 91
6 5 10 92
7 8 2 93
10 7 12 94
3 10 2 95
1 0 1 96
0 4 11 97
0 10 4 98
8 10 6 99
0 11 2 100
0 5 11 101
8 4 10 102
0 8 5 103
3 7 11 104
1 8 4 105
7 10 12 106
10 9 12 107
2 8 5 108
5 8 12 109
2 0 3 110
0 8 3 111
7 10 11 112
1 9 4 113
5 4 10 114
2 9 3 115
8 11 3 116
13 8 11 117
2 9 5 118
5 10 2 119
0 5 11 120
1 0 3 121
8 7 11 122
2 0 3 123
3 4 11 124
1 0 3 125
7 7 2 126
4 9 11 127
5 11 3 128
16 8 2 129
0 8 2 130
0 6 12 131
1 5 6 132
11 5 19 133
0 10 3 134
10 6 13 135
8 8 12 136
2 6 2 137
0 7 3 138
17 3 2 139
4 3 2 140
18 4 2 141
9 4 2 142
4 6 12 143
5 9 12 144
3 10 2 145
0 9 11 146
2 0 3 147
2 10 12 148
3 10 3 149
8 9 16 150
1 8 4 151
1 9 13 152
2 0 3 153
3 9 13 154
2 6 4 155
0 8 3 156
3 9 12 157
2 0 3 158
0 8 2 159
9 6 12 160
0 10 6 161
10 10 12 162
13 10 11 163
1 9 4 164
4 10 13 165
1 9 4 166
5 10 12 167
2 9 5 168
4 4 11 169
1 0 3 170
8 9 20 171
1 8 4 172
9 10 12 173
2 8 5 174
19 8 3 175
1 5 2 176
20 9 11 177
1 0 4 178
5 6 3 179
0 7 2 180
18 11 11 181
1 8 4 182
0 6 8 183
0 5 35 184
1 0 3 185
4 10 2 186
2 9 12 187
2 0 3 188
18 8 11 189
11 7 2 190
1 11 2 191
0 9 11 192
1 11 6 193
5 0 10 194
1 8 4 195
1 10 12 196
2 0 3 197
12 4 2 198
5 7 11 199
1 8 4 200
5 7 2 201
5 10 5 202
0 10 13 203
21 9 11 204
11 6 15 205
0 8 4 206
1 9 4 207
0 5 11 208
1 8 3 209
3 9 11 210
2 0 3 211
11 10 11 212
10 11 4 213
0 3 2 214
5 10 12 215
13 7 2 216
5 4 2 217
0 5 10 218
3 9 2 219
1 11 2 220
3 6 11 221
1 8 21 222
7 8 11 223
12 6 12 224
1 0 3 225
7 10 11 226
13 10 5 227
2 11 12 228
2 11 5 229
3 10 12 230
2 0 3 231
8 7 12 232
1 0 3 233
3 11 11 234
15 9 3 235
10 5 12 236
0 9 4 237
6 11 14 238
6 8 2 239
2 9 11 240
2 8 4 241
6 10 12 242
3 11 3 243
3 11 5 244
7 10 12 245
17 10 7 246
0 9 2 247
6 7 14 248
1 9 5 249
4 10 16 250
9 10 2 251
0 10 7 252
22 7 11 253
1 11 8 254
2 9 11 255
2 11 5 256
4 8 16 257
0 11 4 258
0 10 6 259
0 5 21 260
1 0 8 261
8 8 5 262
0 11 2 263
0 6 11 264
2 11 3 265
7 11 2 266
4 5 14 267
0 9 5 268
6 5 12 269
1 0 3 270
9 10 11 271
3 8 5 272
2 10 11 273
2 8 4 274
3 11 13 275
3 9 20 276
8 0 10 277
1 11 5 278
5 8 17 279
2 11 5 280
4 11 15 281
3 11 6 282
4 10 11 283
1 11 5 284
4 11 13 285
3 9 6 286
8 9 3 287
3 9 5 288
0 11 8 289
1 0 15 290
3 11 7 291
7 11 8 292
6 9 13 293
1 11 2 294
0 11 4 295
5 5 4 296
0 12 3 297
10 10 13 298
2 8 4 299
3 11 13 300
1 11 5 301
4 11 12 302
2 8 4 303
2 9 3 304
0 11 14 305
2 10 4 306
9 0 10 307
3 8 7 308
0 6 12 309
1 0 3 310
0 10 14 311
1 8 2 312
0 0 10 313
2 8 6 314
0 9 14 315
0 11 5 316
2 7 12 317
0 0 1 318
0 0 1 319
0 6 14 320
6 5 13 321
1 0 3 322
7 7 12 323
1 10 5 324
7 8 3 325
1 10 12 326
1 11 6 327
0 5 4 328
4 12 2 329
0 5 13 330
1 0 8 331
0 8 3 332
2 5 7 333
8 12 5 334
19 10 2 335
6 5 5 336
0 12 6 337
23 10 2 338
17 12 4 339
2 11 4 340
6 10 3 341
0 5 6 342
0 12 14 343
0 7 2 344
8 8 2 345
0 6 2 346
8 11 2 347
0 12 2 348
7 12 2 349
11 8 2 350
3 5 2 351
1 11 2 352
10 12 3 353
1 12 2 354
7 12 3 355
0 11 5 356
0 7 5 357
0 6 2 358
2 7 2 359
6 11 2 360
0 7 2 361
12 12 5 362
18 12 3 363
0 7 5 364
0 7 2 365
1 8 2 366
1 8 7 367
4 12 11 368
3 12 13 369
22 11 4 370
2 6 3 371
7 5 4 372
10 8 3 373
16 12 4 374
23 8 2 375
15 11 3 376
1 7 3 377
2 8 5 378
23 8 6 379
2 8 2 380
8 8 2 381
0 4 4 382
10 9 3 383
0 12 6 384
0 12 2 385
0 7 2 386
3 9 3 387
0 0 1 388
0 7 6 389
0 7 5 390
22 5 2 391
8 9 3 392
9 12 3 393
3 12 2 394
1 11 2 395
3 8 2 396
0 12 3 397
0 11 5 398
17 6 2 399
21 12 3 400
15 9 2 401
20 8 2 402
14 12 6 403
15 8 5 404
8 9 6 405
0 0 4 406
1 12 2 407
6 12 2 408
2 6 4 409
2 12 2 410
8 8 3 411
12 8 7 412
7 2 2 413
3 8 2 414
13 12 2 415
6 6 2 416
4 10 2 417
9 12 3 418
10 9 2 419
2 6 8 420
2 10 2 421
16 7 9 422
5 10 4 423
1 12 3 424
3 7 21 425
1 10 2 426
16 10 7 427
3 7 3 428
18 4 3 429
10 7 2 430
0 3 2 431
10 8 2 432
10 7 18 433
10 2 13 434
19 5 12 435
6 5 3 436
5 5 13 437
5 0 3 438
5 0 12 439
12 5 4 440
5 0 12 441
7 6 3 442
2 6 14 443
6 5 4 444
1 5 16 445
5 6 7 446
5 0 12 447
9 6 4 448
0 5 17 449
0 12 4 450
0 5 3 451
8 0 10 452
2 7 8 453
8 3 4 454
0 5 2 455
6 6 3 456
3 5 15 457
10 8 2 458
0 10 3 459
2 12 5 460
1 10 13 461
0 12 20 462
0 5 3 463
3 12 2 464
7 9 3 465
0 10 2 466
18 11 2 467
0 10 3 468
20 12 2 469
0 6 5 470
7 10 2 471
0 12 2 472
4 10 5 473
0 9 2 474
14 10 4 475
1 12 2 476
6 10 6 477
9 10 2 478
3 10 2 479
0 10 2 480
4 9 3 481
8 6 2 482
0 10 2 483
19 12 2 484
9 12 7 485
1 10 2 486
3 9 3 487
7 10 2 488
1 12 2 489
0 10 2 490
2 12 2 491
5 10 2 492
15 6 2 493
0 10 2 494
14 3 4 495
0 7 3 496
5 11 2 497
6 7 2 498
10 12 2 499
16 10 2 500
17 12 5 501
4 10 3 502
15 11 5 503
7 6 2 504
6 12 2 505
13 11 3 506
9 10 2 507
0 8 3 508
4 7 12 509
0 11 2 510
11 7 2 511
3 11 2 512
4 5 2 513
1 7 2 514
16 9 2 515
3 10 2 516
11 8 2 517
19 8 3 518
8 12 2 519
1 7 2 520
1 12 3 521
16 13 2 522
4 10 6 523
0 13 2 524
1 7 4 525
0 10 2 526
1 12 4 527
0 10 3 528
2 12 5 529
18 9 21 530
19 12 2 531
17 9 3 532
11 10 2 533
6 10 4 534
7 11 5 535
0 0 1 536
0 11 2 537
0 9 3 538
0 9 2 539
4 12 3 540
18 12 2 541
1 9 2 542
6 10 3 543
14 11 3 544
0 5 2 545
3 11 2 546
5 11 2 547
1 0 1 548
3 8 3 549
7 8 2 550
1 0 2 551
8 7 3 552
20 5 3 553
3 7 3 554
1 9 2 555
7 11 4 556
7 13 3 557
12 12 5 558
2 10 2 559
8 11 3 560
13 10 2 561
4 13 4 562
3 10 5 563
10 11 2 564
1 11 3 565
0 10 2 566
0 7 2 567
7 9 4 568
2 6 2 569
1 13 7 570
0 9 2 571
2 5 11 572
12 11 2 573
0 8 2 574
1 8 2 575
9 8 2 576
6 10 4 577
19 12 5 578
12 13 3 579
17 11 2 580
0 10 2 581
12 9 4 582
0 6 2 583
9 8 4 584
0 5 2 585
0 11 2 586
1 11 3 587
0 4 2 588
1 12 2 589
4 10 9 590
0 13 5 591
1 9 2 592
1 12 5 593
3 8 2 594
6 12 2 595
9 11 4 596
1 10 3 597
6 12 2 598
3 10 2 599
20 8 3 600
3 4 4 601
1 10 2 602
0 7 3 603
1 13 2 604
0 9 2 605
1 13 2 606
8 9 2 607
6 6 2 608
0 7 3 609
1 9 5 610
0 11 2 611
6 8 5 612
0 5 3 613
0 0 1 614
2 5 5 615
0 10 2 616
0 9 4 617
1 13 9 618
0 11 7 619
11 13 2 620
1 12 2 621
0 10 3 622
0 11 6 623
8 5 7 624
0 10 6 625
0 11 5 626
12 13 2 627
13 9 4 628
4 13 3 629
4 10 3 630
9 6 6 631
3 6 8 632
3 8 2 633
12 11 3 634
1 7 4 635
0 11 2 636
4 11 3 637
3 12 3 638
0 11 9 639
0 12 2 640
0 6 8 641
0 10 2 642
0 9 3 643
10 13 3 644
1 9 3 645
0 7 7 646
0 10 2 647
16 10 2 648
4 5 3 649
2 7 6 650
5 8 9 651
1 11 4 652
4 7 7 653
0 9 2 654
8 9 3 655
0 8 2 656
1 11 5 657
9 10 2 658
0 8 3 659
6 10 7 660
0 8 2 661
4 10 2 662
2 12 2 663
1 10 3 664
0 5 9 665
0 11 3 666
7 5 5 667
0 10 3 668
1 9 6 669
0 7 4 670
6 7 4 671
2 12 5 672
3 8 9 673
4 8 10 674
3 10 3 675
1 10 2 676
0 13 3 677
7 11 2 678
3 7 2 679
0 6 4 680
4 12 6 681
7 11 6 682
8 10 2 683
1 11 2 684
2 11 2 685
9 10 3 686
10 10 2 687
8 13 3 688
0 7 2 689
4 8 3 690
0 9 6 691
0 11 3 692
0 8 3 693
1 12 2 694
3 12 4 695
17 11 5 696
6 8 6 697
6 10 3 698
8 10 2 699
5 9 9 700
19 10 5 701
1 10 6 702
4 10 2 703
4 12 2 704
7 11 2 705
4 10 4 706
0 12 6 707
0 12 3 708
11 11 5 709
8 10 3 710
2 11 4 711
0 10 2 712
18 12 2 713
2 12 2 714
0 8 2 715
4 7 20 716
3 7 8 717
8 9 2 718
19 9 2 719
21 8 4 720
0 11 2 721
0 12 2 722
0 7 3 723
0 13 3 724
0 9 4 725
0 11 6 726
0 6 2 727
0 11 3 728
5 8 2 729
0 11 4 730
6 12 3 731
2 5 2 732
2 13 2 733
1 12 6 734
7 11 4 735
6 12 4 736
2 9 2 737
5 9 2 738
8 11 5 739
4 7 2 740
4 9 2 741
0 9 3 742
4 5 5 743
2 7 2 744
0 10 3 745
0 12 2 746
2 12 2 747
4 8 6 748
4 12 3 749
13 12 2 750
3 12 4 751
2 9 3 752
0 2 5 753
0 12 2 754
6 13 2 755
0 11 2 756
0 13 5 757
4 12 5 758
0 11 5 759
3 11 3 760
6 10 3 761
0 7 2 762
0 9 3 763
7 10 2 764
1 11 2 765
0 10 2 766
0 11 2 767
0 10 2 768
13 11 3 769
4 10 3 770
1 12 2 771
1 11 2 772
0 11 4 773
5 8 4 774
5 10 5 775
5 7 3 776
0 12 3 777
0 12 2 778
1 11 2 779
0 7 4 780
0 6 8 781
4 5 3 782
8 11 2 783
0 4 2 784
7 8 2 785
7 9 2 786
4 9 3 787
1 9 4 788
0 11 3 789
3 11 4 790
1 12 2 791
8 9 2 792
0 9 4 793
0 10 9 794
1 13 2 795
3 3 2 796
0 9 2 797
12 12 2 798
5 10 3 799
0 12 2 800
1 12 2 801
9 11 3 802
16 9 7 803
0 10 3 804
5 12 6 805
0 9 3 806
0 10 2 807
1 9 2 808
0 7 2 809
0 10 2 810
0 12 2 811
6 10 6 812
0 11 2 813
0 9 3 814
0 10 2 815
7 10 6 816
0 9 2 817
0 10 9 818
2 12 5 819
1 7 3 820
3 11 3 821
0 12 9 822
1 10 5 823
0 10 4 824
2 11 2 825
0 9 4 826
16 7 3 827
2 11 4 828
0 9 3 829
8 13 6 830
9 9 5 831
16 11 2 832
0 11 2 833
5 11 3 834
6 10 8 835
13 3 6 836
10 8 2 837
6 7 2 838
0 12 3 839
0 10 6 840
6 12 3 841
3 10 3 842
4 10 2 843
9 10 6 844
3 11 2 845
3 11 2 846
3 9 9 847
6 11 10 848
0 10 2 849
0 8 6 850
1 12 3 851
3 10 2 852
8 8 6 853
5 10 3 854
3 10 15 855
0 8 3 856
0 7 6 857
0 8 2 858
0 11 5 859
0 8 4 860
0 11 3 861
2 13 2 862
0 11 2 863
3 9 4 864
2 11 7 865
0 11 2 866
3 12 4 867
1 12 11 868
0 11 14 869
1 11 7 870
1 10 9 871
4 10 5 872
0 7 2 873
0 13 2 874
5 12 3 875
7 8 2 876
2 9 2 877
2 11 3 878
0 12 2 879
1 11 3 880
5 11 2 881
2 12 2 882
2 10 2 883
0 10 2 884
12 9 2 885
5 12 4 886
3 12 6 887
0 12 4 888
2 11 2 889
2 11 2 890
0 7 2 891
0 7 6 892
3 9 2 893
0 10 2 894
1 13 3 895
0 6 2 896
4 9 2 897
5 10 17 898
13 11 2 899
0 11 2 900
2 12 3 901
14 9 2 902
0 7 2 903
10 12 10 904
9 10 9 905
4 8 3 906
0 12 4 907
0 7 6 908
6 12 5 909
0 12 5 910
1 11 3 911
11 13 2 912
6 11 4 913
7 10 3 914
5 13 2 915
2 11 4 916
7 11 3 917
4 10 2 918
3 11 4 919
6 10 3 920
0 10 3 921
7 12 2 922
4 9 4 923
6 11 3 924
0 10 2 925
1 12 2 926
1 13 2 927
0 11 2 928
11 12 5 929
0 6 2 930
1 11 2 931
1 11 5 932
9 11 2 933
5 9 2 934
4 8 7 935
0 12 2 936
0 13 2 937
0 13 3 938
0 8 5 939
0 12 4 940
3 13 2 941
2 9 3 942
1 11 3 943
2 12 5 944
0 12 3 945
9 11 2 946
14 11 2 947
11 11 3 948
17 7 6 949
21 9 2 950
12 8 8 951
8 9 6 952
9 13 2 953
17 7 3 954
5 9 3 955
9 10 5 956
3 9 4 957
9 12 2 958
20 9 2 959
4 7 10 960
9 13 2 961
0 13 2 962
6 10 5 963
0 4 10 964
0 12 5 965
6 8 2 966
4 12 3 967
0 8 4 968
0 8 2 969
5 11 4 970
5 11 7 971
11 13 2 972
0 12 2 973
9 5 2 974
0 12 2 975
8 13 2 976
6 11 3 977
17 8 6 978
1 7 2 979
3 8 2 980
0 10 2 981
5 7 2 982
4 11 2 983
2 10 3 984
4 12 5 985
0 8 6 986
0 12 2 987
0 11 3 988
5 13 5 989
17 9 12 990
2 9 2 991
2 11 6 992
0 9 2 993
0 10 12 994
1 11 5 995
15 12 3 996
0 13 2 997
7 12 2 998
10 12 7 999
17 10 8 1000
4 9 4 1001
7 7 2 1002
6 8 2 1003
0 10 6 1004
0 9 8 1005
13 11 5 1006
4 10 3 1007
8 12 4 1008
0 10 4 1009
0 10 2 1010
3 11 3 1011
5 10 5 1012
0 11 2 1013
0 12 3 1014
0 10 11 1015
7 7 2 1016
7 8 6 1017
0 9 2 1018
1 9 2 1019
2 11 4 1020
0 7 6 1021
0 12 5 1022
3 12 5 1023
0 10 3 1024
5 8 4 1025
5 12 2 1026
0 8 2 1027
4 9 8 1028
4 11 8 1029
12 9 8 1030
1 12 6 1031
0 6 8 1032
1 6 2 1033
0 10 2 1034
1 12 2 1035
0 12 2 1036
3 12 2 1037
0 12 6 1038
0 13 2 1039
3 9 3 1040
0 10 4 1041
10 11 4 1042
0 11 2 1043
15 11 2 1044
0 6 2 1045
4 11 3 1046
0 11 3 1047
5 13 2 1048
8 11 3 1049
2 10 6 1050
9 10 2 1051
1 11 5 1052
0 11 2 1053
0 10 5 1054
0 9 8 1055
3 10 3 1056
1 11 6 1057
0 9 2 1058
0 8 2 1059
0 10 2 1060
3 11 2 1061
4 6 3 1062
0 12 2 1063
0 4 5 1064
3 10 2 1065
7 13 2 1066
3 8 7 1067
2 9 6 1068
1 12 3 1069
0 10 2 1070
4 9 3 1071
0 8 10 1072
15 11 3 1073
0 8 8 1074
3 12 2 1075
3 8 8 1076
0 12 2 1077
3 11 3 1078
0 11 3 1079
4 8 3 1080
0 13 2 1081
5 12 3 1082
3 9 5 1083
0 8 5 1084
6 7 2 1085
0 12 8 1086
0 6 3 1087
15 12 6 1088
2 12 7 1089
6 11 5 1090
10 11 5 1091
0 8 6 1092
0 12 3 1093
0 12 2 1094
0 12 2 1095
6 11 3 1096
1 12 4 1097
0 13 2 1098
0 11 5 1099
2 11 3 1100
3 11 2 1101
1 9 5 1102
4 12 5 1103
1 9 5 1104
2 12 2 1105
7 11 2 1106
0 10 4 1107
2 5 3 1108
7 12 2 1109
3 4 6 1110
5 12 2 1111
0 8 2 1112
4 11 2 1113
13 9 3 1114
0 7 6 1115
4 12 3 1116
3 11 3 1117
9 12 3 1118
11 12 2 1119
6 11 9 1120
0 12 2 1121
5 12 3 1122
5 12 3 1123
1 0 3 1124
5 9 7 1125
0 10 3 1126
0 12 5 1127
0 12 2 1128
5 12 2 1129
4 12 4 1130
0 8 2 1131
2 12 2 1132
0 8 2 1133
0 6 4 1134
3 12 4 1135
1 12 3 1136
0 9 2 1137
0 13 2 1138
5 12 2 1139
5 10 2 1140
0 9 3 1141
7 10 8 1142
14 10 2 1143
0 7 4 1144
0 11 2 1145
